@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
True,True,0.168,0.708,p
False,True,0.794,0.789,n
True,False,0.020,0.493,p
False,False,0.308,0.789,p
True,False,0.584,0.672,n
True,True,0.214,0.845,n
False,True,0.334,0.629,p
True,False,0.036,0.521,p
False,True,0.384,0.662,n
False,False,0.133,0.934,n
True,True,0.717,0.478,p
True,False,0.993,0.088,p
False,True,0.870,0.165,n
True,False,0.436,0.959,n
True,True,0.843,0.258,p
False,True,0.876,0.113,p
True,False,0.535,0.875,n
True,False,0.086,0.901,n
False,False,0.609,0.522,n
True,False,0.513,0.282,n
False,True,0.029,0.644,n
False,True,0.073,0.156,p
False,False,0.303,0.956,p
False,False,0.791,0.593,n
True,True,0.955,0.834,p
False,False,0.721,0.643,n
True,False,0.359,0.648,n
False,False,0.512,0.299,n
False,True,0.272,0.900,n
False,True,0.468,0.515,n
True,False,0.252,0.853,n
True,True,0.944,0.090,p
True,True,0.301,0.907,p
False,True,0.439,0.421,n
False,False,0.769,0.175,n
True,False,0.479,0.351,n
True,True,0.367,0.610,p
True,False,0.586,0.059,n
False,False,0.690,0.096,n
True,True,0.463,0.896,p
False,True,0.322,0.387,p
False,True,0.921,0.851,n
True,False,0.745,0.266,p
False,False,0.176,0.611,n
True,False,0.536,0.727,n
False,True,0.958,0.492,n
True,False,0.614,0.681,n
False,False,0.083,0.979,n
True,True,0.974,0.486,p
True,False,0.271,0.743,n
False,True,0.478,0.722,n
False,False,0.720,0.361,n
False,False,0.187,0.053,n
False,False,0.006,0.659,n
True,False,0.041,0.694,n
False,False,0.774,0.085,n
True,False,0.744,0.756,n
True,False,0.172,0.874,n
False,False,0.940,0.928,n
False,True,0.625,0.451,n
False,False,0.783,0.073,n
True,True,0.074,0.287,p
False,True,0.186,0.069,p
True,False,0.131,0.966,n
False,True,0.922,0.462,p
False,False,0.506,0.363,n
False,False,0.684,0.505,n
False,False,0.371,0.889,p
False,False,0.559,0.540,n
False,False,0.156,0.928,n
True,True,0.069,0.754,p
False,True,0.667,0.626,n
True,False,0.152,0.708,p
True,False,0.545,0.746,n
False,False,0.540,0.551,n
False,True,0.677,0.418,n
True,False,0.186,0.082,p
True,False,0.228,0.129,p
True,True,0.377,0.287,p
False,True,0.952,0.245,p
False,True,0.803,0.322,p
False,True,0.413,0.058,p
False,False,0.789,0.703,n
False,True,0.716,0.682,n
False,True,0.953,0.912,n
False,True,0.651,0.878,n
False,True,0.847,0.963,n
False,False,0.903,0.536,n
False,True,0.143,0.185,n
False,True,0.448,0.630,n
True,True,0.741,0.104,p
False,False,0.697,0.014,n
False,False,0.712,0.320,n
True,False,0.585,0.557,n
True,False,0.643,0.465,p
True,True,0.776,0.274,p
True,False,0.171,0.856,p
False,False,0.025,0.715,n
True,True,0.738,0.147,p
True,False,0.366,0.336,p
True,False,0.257,0.463,p
True,False,0.180,0.731,n
True,False,0.352,0.126,p
True,False,0.147,0.966,n
False,False,0.748,0.405,n
True,False,0.123,0.939,n
True,True,0.283,0.056,p
True,False,0.201,0.034,p
True,True,0.682,0.518,p
True,True,0.837,0.615,p
False,False,0.827,0.012,n
True,True,0.753,0.724,n
False,True,0.064,0.375,p
False,True,0.473,0.887,n
True,False,0.243,0.079,p
False,False,0.641,0.517,n
True,False,0.900,0.025,p
False,False,0.688,0.876,n
True,True,0.106,0.692,p
False,False,0.353,0.630,n
False,False,0.931,0.574,n
True,True,0.499,0.759,p
False,True,0.780,0.572,p
True,False,0.089,0.955,n
False,False,0.887,0.547,n
True,True,0.742,0.111,p
False,False,0.491,0.261,n
False,False,0.952,0.359,n
False,True,0.250,0.604,p
True,True,0.604,0.957,p
True,True,0.803,0.347,p
True,True,0.739,0.229,p
False,True,0.619,0.748,n
True,False,0.319,0.300,p
True,False,0.295,0.253,p
True,True,0.690,0.183,p
True,True,0.370,0.337,p
False,True,0.523,0.553,n
False,True,0.680,0.306,p
True,True,0.214,0.430,p
False,True,0.974,0.531,n
False,True,0.012,0.283,p
True,False,0.862,0.734,p
False,True,0.157,0.668,p
False,False,0.658,0.218,n
True,False,0.991,0.148,p
True,False,0.709,0.108,p
True,False,0.670,0.539,n
False,False,0.443,0.693,p
False,False,0.672,0.512,n
False,False,0.209,0.101,n
False,True,0.237,0.717,p
False,False,0.968,0.811,n
True,True,0.430,0.058,p
False,False,0.249,0.247,n
False,False,0.699,0.189,n
False,True,0.508,0.457,p
False,True,0.999,0.033,p
True,True,0.325,0.182,p
False,True,0.992,0.242,p
False,True,0.091,0.738,n
True,False,0.955,0.317,p
False,False,0.827,0.591,n
True,True,0.849,0.994,p
True,True,0.724,0.830,p
True,False,0.543,0.685,n
True,True,0.556,0.997,p
False,True,0.597,0.815,n
True,True,0.233,0.156,p
False,False,0.265,0.216,n
False,False,0.799,0.134,n
True,True,0.318,0.171,p
False,True,0.596,0.867,n
False,True,0.939,0.489,p
True,False,0.803,0.272,p
False,True,0.412,0.108,p
False,False,0.822,0.867,n
False,True,0.141,0.049,p
False,True,0.168,0.526,n
False,False,0.727,0.228,n
True,True,0.227,0.172,p
False,False,0.113,0.765,n
True,False,0.725,0.566,p
True,True,0.125,0.516,p
False,False,0.878,0.437,p
False,True,0.382,0.600,n
True,False,0.001,0.197,p
True,False,0.598,0.763,n
False,False,0.231,0.456,n
True,True,0.787,0.823,p
False,True,0.228,0.563,p
False,True,0.082,0.801,p
True,False,0.600,0.231,p
False,False,0.596,0.491,n
True,True,0.911,0.658,p
True,True,0.426,0.156,p
False,True,0.811,0.793,n
False,True,0.374,0.492,n
False,False,0.445,0.550,n
False,False,0.534,0.534,n
True,False,0.465,0.102,p
False,True,0.655,0.865,n
False,False,0.980,0.556,n
False,True,0.158,0.762,p
True,True,0.807,0.153,p
False,False,0.368,0.239,n
True,True,0.248,0.457,n
True,True,0.944,0.735,p
False,True,0.207,0.355,p
True,True,0.221,0.636,p
True,True,0.834,0.015,p
False,False,0.042,0.977,n
True,True,0.103,0.801,p
False,False,0.892,0.804,n
False,False,0.082,0.227,n
True,True,0.313,0.564,p
False,True,0.291,0.338,p
False,True,0.315,0.413,p
True,False,0.979,0.193,p
True,True,0.279,0.561,p
True,True,0.254,0.697,n
False,False,0.632,0.868,n
False,False,0.112,0.008,n
True,True,0.803,0.362,p
False,False,0.387,0.194,n
False,False,0.905,0.214,n
False,False,0.108,0.565,n
True,True,0.586,0.058,p
False,False,0.593,0.776,p
False,True,0.460,0.085,p
False,True,0.184,0.157,p
True,True,0.050,0.871,p
False,True,0.699,0.107,p
True,False,0.981,0.183,p
True,False,0.901,0.815,n
True,False,0.810,0.870,n
False,True,0.535,0.956,n
False,False,0.360,0.189,n
True,True,0.380,0.569,p
True,True,0.708,0.177,p
True,False,0.782,0.790,n
True,False,0.481,0.660,n
True,False,0.833,0.805,n
False,False,0.463,0.644,n
True,False,0.403,0.787,n
False,False,0.928,0.927,n
False,True,0.368,0.791,n
True,False,0.893,0.746,p
False,True,0.310,0.444,n
False,True,0.399,0.159,n
True,False,0.310,0.493,p
False,False,0.957,0.735,n
False,True,0.482,0.980,n
False,True,0.464,0.868,n
False,True,0.610,0.621,n
True,True,0.484,0.707,p
False,True,0.978,0.018,p
True,False,0.497,0.321,n
False,False,0.826,0.609,n
True,False,0.809,0.670,p
False,False,0.661,0.675,n
True,False,0.283,0.229,p
False,True,0.750,0.248,p
False,True,0.980,0.247,p
False,True,0.559,0.162,p
True,False,0.796,0.756,p
False,False,0.609,0.011,n
False,False,0.060,0.205,n
True,False,0.143,0.403,p
False,False,0.185,0.699,n
True,False,0.779,0.492,p
False,False,0.175,0.904,n
True,False,0.356,0.897,n
True,False,0.023,0.526,p
False,False,0.887,0.353,n
False,False,0.527,0.856,n
True,False,0.073,0.939,p
True,True,0.285,0.371,p
False,True,0.199,0.542,p
False,False,0.642,0.601,n
False,False,0.509,0.323,n
False,False,0.732,0.957,n
False,True,0.751,0.107,p
False,False,0.815,0.246,n
True,False,0.714,0.313,p
False,False,0.401,0.820,n
True,False,0.415,0.935,n
True,True,0.352,0.170,p
True,False,0.884,0.186,p
False,False,0.146,0.483,n
False,False,0.620,0.502,n
True,False,0.311,0.460,n
False,False,0.823,0.065,n
False,False,0.977,0.942,n
False,True,0.464,0.053,p
True,False,0.839,0.494,n
True,True,0.148,0.826,p
True,False,0.783,0.989,n
False,True,0.564,0.490,n
True,True,0.039,0.028,p
False,True,0.495,0.981,p
True,False,0.258,0.782,n
True,True,0.018,0.502,p
True,True,0.133,0.719,n
True,False,0.948,0.061,p
True,False,0.515,0.031,p
True,True,0.371,0.346,p
False,True,0.930,0.171,p
True,False,0.865,0.968,n
True,True,0.686,0.736,p
False,False,0.200,0.335,n
True,True,0.891,0.068,p
True,False,0.747,0.226,p
True,False,0.708,0.254,p
False,False,0.847,0.266,n
False,True,0.837,0.478,p
False,False,0.889,0.256,n
False,False,0.114,0.819,n
False,False,0.804,0.414,n
False,False,0.445,0.961,n
False,True,0.663,0.113,p
True,False,0.536,0.972,n
False,True,0.108,0.219,p
False,True,0.677,0.526,n
False,True,0.206,0.688,p
False,True,0.844,0.522,p
False,True,0.621,0.718,n
False,False,0.113,0.368,n
False,True,0.166,0.973,n
False,False,0.550,0.182,n
False,False,0.716,0.653,n
True,True,0.434,0.654,p
True,True,0.480,0.430,p
True,True,0.970,0.570,p
True,False,0.865,0.428,p
False,True,0.159,0.832,n
False,True,0.739,0.024,n
True,False,0.335,0.188,p
False,True,0.994,0.651,n
True,False,0.040,1.000,n
False,False,0.040,0.587,n
False,False,0.506,0.737,n
True,True,0.683,0.646,p
True,False,0.258,0.578,p
True,True,0.599,0.788,n
False,True,0.726,0.358,p
True,False,0.323,0.088,p
True,True,0.144,0.322,p
False,False,0.890,0.478,n
True,True,0.495,0.416,p
False,True,0.476,0.045,p
True,True,0.601,0.983,p
False,False,0.676,0.110,n
False,True,0.332,0.082,p
True,True,0.256,0.303,p
True,True,0.107,0.520,p
False,False,0.047,0.316,n
False,False,0.256,0.137,n
False,False,0.433,0.555,n
True,False,0.192,0.160,p
False,False,0.149,0.942,n
True,False,0.858,0.312,p
False,False,0.492,0.659,p
False,True,0.931,0.255,p
False,False,0.948,0.909,n
False,True,0.713,0.360,p
True,True,0.526,0.495,p
True,False,0.322,0.308,p
True,False,0.898,0.708,p
True,False,0.044,0.928,n
True,True,0.528,0.871,n
True,True,0.854,0.190,p
False,True,0.953,0.275,p
False,False,0.205,0.456,n
True,False,0.062,0.604,p
True,False,0.942,0.145,p
True,False,0.969,0.095,p
False,False,0.964,0.426,n
False,False,0.437,0.318,p
False,True,0.208,0.347,p
True,False,0.555,0.256,n
True,True,0.503,0.283,p
False,False,0.641,0.728,n
False,False,0.864,0.136,n
True,False,0.002,0.182,n
False,True,0.667,0.600,n
True,False,0.333,0.931,n
True,False,0.573,0.467,n
True,True,0.851,0.310,p
False,False,0.630,0.599,p
True,True,0.757,0.745,p
True,False,0.062,0.582,p
True,True,0.637,0.545,p
True,True,0.872,0.831,p
False,False,0.376,0.172,n
True,False,0.903,0.664,p
False,False,0.504,0.182,n
False,True,0.148,0.962,n
False,True,0.563,0.699,n
True,True,0.276,0.889,p
True,True,0.697,0.637,p
True,False,0.026,0.513,p
False,False,0.557,0.328,n
True,True,0.161,0.438,p
True,True,0.409,0.744,p
False,False,0.520,0.568,n
True,True,0.243,0.560,p
True,False,0.369,0.449,n
True,False,0.798,0.345,p
True,False,0.382,0.041,p
True,False,0.401,0.353,n
False,False,0.118,0.576,p
True,False,0.023,0.430,p
True,False,0.257,0.538,p
False,True,0.648,0.430,p
True,False,0.109,0.067,p
False,True,0.186,0.732,p
True,True,0.337,0.017,p
True,False,0.525,0.201,n
False,False,0.584,0.984,p
True,True,0.165,0.699,p
True,False,0.019,0.108,p
False,True,0.483,0.654,n
True,True,0.823,0.615,p
False,True,0.648,0.457,p
True,False,0.209,0.159,p
True,False,0.888,0.858,n
True,True,0.801,0.047,p
False,True,0.111,0.508,p
True,False,0.992,0.546,n
True,False,0.659,0.424,p
False,False,0.150,0.400,n
True,False,0.475,0.326,n
False,False,0.122,0.569,n
False,False,0.162,0.922,n
False,True,0.332,0.442,p
True,False,0.702,0.985,n
False,False,0.940,0.213,n
True,False,0.163,0.484,p
False,True,0.933,0.816,p
False,False,0.191,0.618,n
True,True,0.557,0.700,p
False,True,0.320,0.380,p
True,False,0.884,0.163,p
True,True,0.950,0.478,p
False,False,0.750,0.412,n
False,False,0.551,0.287,n
False,True,0.748,0.758,n
False,True,0.791,0.087,p
True,True,0.433,0.371,p
True,False,0.461,0.402,n
False,True,0.178,0.410,p
False,False,0.991,0.161,p
True,True,0.657,0.879,p
False,True,0.419,0.707,n
True,False,0.200,0.053,p
False,True,0.027,0.795,n
True,False,0.872,0.732,p
True,False,0.727,0.685,n
True,True,0.565,0.059,p
False,True,0.462,0.952,n
False,True,0.410,0.017,p
True,True,0.044,0.521,p
True,False,0.639,0.270,p
False,True,0.273,0.292,p
True,False,0.370,0.047,p
False,False,0.139,0.215,n
False,False,0.533,0.163,n
False,True,0.089,0.769,n
True,False,0.585,0.109,p
True,True,0.597,0.669,p
False,True,0.644,0.884,n
False,False,0.273,0.559,n
False,False,0.739,0.821,n
True,True,0.818,0.125,p
True,True,0.547,0.795,n
True,False,0.358,0.297,p
False,True,0.974,0.816,n
False,True,0.903,0.560,n
False,True,0.484,0.367,n
False,True,0.096,0.572,p
True,False,0.037,0.354,n
False,True,0.818,0.803,n
True,True,0.430,0.636,p
True,False,0.913,0.076,p
True,False,0.354,0.413,p
False,True,0.799,0.968,p
False,False,0.763,0.828,n
True,False,0.902,0.940,p
False,False,0.527,0.385,n
True,True,0.791,0.817,p
True,True,0.283,0.992,p
False,False,0.281,0.308,n
True,False,0.683,0.963,n
False,False,0.440,0.957,n
False,False,0.238,0.421,n
False,True,0.775,0.908,n
False,False,0.809,0.831,n
False,True,0.800,0.107,n
True,True,0.100,0.637,p
True,True,0.128,0.032,p
True,True,0.050,0.510,p
False,False,0.410,0.076,n
False,True,0.745,0.136,p
True,True,0.428,0.920,p
True,False,0.301,0.347,n
True,True,0.634,0.946,p
False,True,0.341,0.025,p
False,False,0.031,0.704,n
True,True,0.291,0.272,p
False,True,0.431,0.807,n
True,True,0.535,0.412,p
True,False,0.365,0.340,p
True,True,0.660,0.160,p
False,False,0.236,0.050,n
False,False,0.523,0.360,n
True,True,0.806,0.492,p
False,True,0.540,0.579,n
False,True,0.417,0.671,n
False,False,0.653,0.703,n
True,True,0.741,0.168,p
True,True,0.471,0.568,p
False,False,0.954,0.598,n
True,False,0.158,0.658,p
True,True,0.957,0.262,p
True,True,0.191,0.340,p
False,True,0.300,0.899,n
True,False,0.003,0.031,p
False,False,0.370,0.969,n
False,True,0.670,0.822,n
True,True,0.579,0.360,p
False,True,0.045,0.780,n
False,True,0.357,0.544,n
True,True,0.021,0.640,p
False,False,0.421,0.792,p
True,False,0.890,0.538,p
True,False,0.141,0.041,p
True,True,0.446,0.785,p
True,True,0.565,0.130,p
True,True,0.836,0.501,p
False,False,0.725,0.257,p
False,False,0.686,0.080,n
False,False,0.267,0.534,p
False,False,0.269,0.647,n
True,True,0.389,0.416,p
False,True,0.370,0.388,n
True,False,0.699,0.626,n
False,False,0.245,0.691,n
False,False,0.646,0.479,n
False,False,0.832,0.966,n
True,False,0.808,0.289,p
False,False,0.793,0.238,n
False,True,0.256,0.763,n
False,False,0.457,0.444,p
True,True,0.441,0.620,p
False,True,0.257,0.455,n
True,True,0.001,0.362,n
True,True,0.765,0.030,p
False,True,0.734,0.753,p
False,False,0.959,0.692,p
True,True,0.367,0.326,p
False,False,0.672,0.371,n
True,False,0.636,0.716,n
False,False,0.446,0.549,p
True,True,0.511,0.483,p
False,True,0.597,0.563,n
False,True,0.814,0.932,n
True,False,0.081,0.356,p
False,False,0.235,0.557,n
False,True,0.802,0.662,n
False,True,0.932,0.566,p
True,True,0.339,0.688,p
True,False,0.388,0.945,n
False,True,0.160,0.950,n
True,False,0.867,0.303,p
False,True,0.204,0.590,p
True,True,0.690,0.952,p
False,True,0.013,0.301,n
False,True,0.859,0.098,p
False,True,0.389,0.378,n
False,True,0.970,0.611,n
True,False,0.440,0.183,p
False,False,0.547,0.396,n
True,False,0.196,0.521,p
True,False,0.990,0.315,n
True,True,0.511,0.389,p
False,False,0.046,0.862,n
True,True,0.649,0.997,p
False,False,0.372,0.987,n
False,True,0.772,0.804,n
False,False,0.095,0.662,p
False,True,0.713,0.839,n
False,False,0.288,0.668,n
False,False,0.337,0.089,n
False,True,0.539,0.458,p
True,False,0.638,0.550,n
True,True,0.946,0.689,p
False,False,0.356,0.606,n
False,False,0.525,0.054,n
True,False,0.068,0.663,p
True,False,0.874,0.204,p
False,False,0.239,0.998,n
True,True,0.231,0.153,p
False,True,0.632,0.982,n
False,True,0.984,0.819,n
False,False,0.977,0.013,n
False,True,0.198,0.671,p
False,True,0.392,0.125,p
True,False,0.864,0.259,p
True,False,0.903,0.763,n
True,True,0.727,0.043,p
True,True,0.937,0.894,p
False,True,0.026,0.930,n
False,True,0.350,0.493,n
True,True,0.953,0.560,p
True,True,0.010,0.968,p
True,True,0.291,0.528,p
True,True,0.341,0.327,p
True,True,0.685,0.792,p
False,False,0.080,0.016,n
False,True,0.248,0.223,n
False,False,0.762,0.131,n
False,False,0.368,0.474,p
True,False,0.973,0.554,p
False,True,0.889,0.721,p
True,False,0.511,0.414,p
True,True,0.434,0.903,p
True,False,0.963,0.699,n
False,False,0.122,0.226,n
True,False,0.202,0.809,p
True,False,0.925,0.956,n
True,False,0.920,0.629,p
False,True,0.328,0.907,n
False,True,0.877,0.698,p
False,True,0.350,0.869,n
True,True,0.264,0.652,p
False,False,0.292,0.287,n
True,True,0.283,0.638,p
False,False,0.686,0.391,n
False,False,0.868,0.480,n
True,True,0.475,0.979,p
False,True,0.834,0.550,p
False,False,0.308,0.686,n
False,True,0.011,0.149,p
False,False,0.084,0.175,n
False,True,0.213,0.390,p
False,False,0.162,0.006,n
False,False,0.450,0.560,p
True,False,0.328,0.245,p
True,False,0.712,0.279,p
True,True,0.465,0.650,p
True,True,0.194,0.288,p
True,False,0.486,0.367,n
False,False,0.774,0.855,n
False,True,0.676,0.270,p
False,True,0.050,0.889,n
False,True,0.348,0.866,n
True,False,0.057,0.440,p
True,False,0.709,0.583,p
True,True,0.383,0.371,p
False,True,0.216,0.975,p
True,False,0.448,0.596,n
False,False,0.805,0.819,p
True,False,0.784,0.508,p
False,False,0.882,0.133,n
True,True,0.693,0.085,p
False,True,0.442,0.863,n
True,True,0.643,0.209,p
True,True,0.795,0.255,p
False,True,0.568,0.489,n
False,False,0.920,0.939,p
True,True,0.645,0.382,p
False,True,0.422,0.459,n
False,True,0.590,0.522,p
False,True,0.312,0.554,p
True,True,0.670,0.189,p
True,False,0.286,0.368,p
True,False,0.540,0.139,p
False,True,0.420,0.177,n
False,False,0.614,0.063,n
True,False,0.678,0.070,p
True,True,0.204,0.478,p
False,False,0.891,0.734,n
True,True,0.829,0.742,p
True,True,0.997,0.916,p
True,True,0.800,0.462,p
True,False,0.499,0.963,n
True,True,0.209,0.794,p
False,False,0.348,0.399,n
True,False,0.121,0.067,p
False,True,0.302,0.980,n
True,True,0.526,0.627,p
True,False,0.664,0.292,n
True,True,0.872,0.934,n
True,False,0.158,0.785,p
False,False,0.884,0.877,n
False,True,0.762,0.454,p
True,False,0.670,0.850,n
True,False,0.235,0.230,p
True,False,0.168,0.094,p
False,False,0.741,0.670,n
False,True,0.979,0.811,n
False,False,0.348,0.573,n
True,True,0.856,0.430,p
False,True,0.337,0.448,p
False,True,0.675,0.130,p
False,False,0.005,0.327,n
False,True,0.729,0.332,p
False,False,0.705,0.597,n
False,False,0.106,0.283,p
True,False,0.432,0.965,n
True,True,0.574,0.723,p
True,True,0.535,0.215,p
True,True,0.968,0.528,p
False,True,0.087,0.429,p
True,False,0.211,0.844,p
False,True,0.379,0.903,n
False,False,0.187,0.649,n
False,False,0.607,0.520,p
False,False,0.340,0.355,n
False,False,0.049,0.577,n
True,False,0.440,0.502,n
True,True,0.198,0.838,p
False,True,0.261,0.715,n
False,True,0.690,0.361,p
False,False,0.673,0.088,n
True,False,0.510,0.261,p
True,True,0.828,0.898,p
True,False,0.001,0.816,n
True,True,0.789,0.854,p
False,True,0.336,0.840,n
False,True,0.329,0.802,n
True,True,0.656,0.511,p
False,False,0.842,0.613,n
False,False,0.461,0.469,n
False,True,0.879,0.830,n
False,True,0.305,0.089,p
True,True,0.822,0.066,p
True,False,0.824,0.821,n
False,False,0.982,0.438,n
False,True,0.885,0.759,p
True,False,0.443,0.645,n
True,False,0.293,0.310,p
False,False,0.532,0.022,n
True,True,0.138,1.000,p
False,False,0.359,0.761,n
False,False,0.952,0.882,n
False,False,0.933,0.539,n
True,False,0.305,0.474,p
False,True,0.661,0.893,n
True,True,0.051,0.510,p
False,True,0.543,0.922,n
False,False,0.895,0.803,n
False,True,0.976,0.814,n
False,True,0.095,0.401,p
False,False,0.299,0.459,n
True,False,0.697,0.300,p
True,True,0.470,0.836,p
True,True,0.425,0.251,p
False,True,0.020,0.835,n
True,True,0.742,0.503,n
False,False,0.965,0.258,p
False,False,0.155,0.725,n
False,True,0.823,0.835,n
True,True,0.301,0.739,p
False,False,0.103,0.054,n
True,False,0.334,0.696,n
False,True,0.992,0.207,p
True,True,0.443,0.788,p
False,False,0.507,0.593,n
False,True,0.503,0.425,n
False,True,0.508,0.193,p
True,False,0.189,0.187,p
False,True,0.582,0.128,p
True,False,0.116,0.439,p
True,False,0.720,0.836,n
False,False,0.829,0.238,n
True,True,0.130,0.254,p
True,False,0.550,0.247,n
True,True,0.651,0.208,p
False,False,0.748,0.864,n
True,True,0.094,0.728,p
False,True,0.451,0.224,p
False,False,0.269,0.130,n
False,True,0.515,0.244,n
True,True,0.123,0.057,p
True,False,0.630,0.914,n
False,True,0.665,0.326,p
True,True,0.812,0.112,p
False,True,0.162,0.795,p
False,True,0.762,0.727,p
True,False,0.504,0.540,n
False,False,0.183,0.995,n
True,True,0.093,0.518,n
False,False,0.505,0.535,n
True,True,0.683,0.477,p
True,True,0.699,0.964,p
True,False,0.162,0.917,n
True,False,0.370,0.077,p
True,True,0.573,0.534,p
False,False,0.212,0.017,n
False,False,0.111,0.154,n
True,False,0.202,0.859,n
False,True,0.264,0.324,p
True,False,0.358,0.498,n
False,False,0.156,0.657,n
True,True,0.879,0.459,p
False,True,0.638,0.055,p
False,True,0.474,0.253,n
False,True,0.216,0.888,n
False,True,0.662,0.052,p
False,False,0.925,0.003,n
True,False,0.591,0.207,p
False,True,0.576,0.134,p
True,True,0.099,0.163,p
False,True,0.666,0.968,n
True,False,0.174,0.799,p
False,False,0.127,0.159,n
False,False,0.650,0.734,n
True,False,0.915,0.898,n
False,False,0.751,0.561,n
False,True,0.654,0.603,n
True,False,0.191,0.331,n
True,True,0.433,0.360,p
False,False,0.990,0.350,p
True,False,0.469,0.673,p
False,False,0.507,0.670,n
False,False,0.574,0.225,n
False,True,0.806,0.231,p
True,True,0.248,0.687,p
False,True,0.915,0.500,p
False,False,0.068,0.063,n
True,True,0.154,0.389,p
False,True,0.166,0.781,p
False,True,0.319,0.386,p
False,True,0.085,0.318,p
False,True,0.710,0.562,p
False,True,0.732,0.939,n
False,False,0.153,0.755,n
False,True,0.182,0.252,p
True,True,0.373,0.185,p
False,True,0.652,0.734,n
False,True,0.568,0.215,p
True,False,0.993,0.720,n
False,True,0.789,0.856,n
False,False,0.954,0.848,p
False,False,0.054,0.504,p
False,True,0.014,0.587,n
False,True,0.645,0.856,n
True,False,0.454,0.650,n
True,True,0.355,0.316,p
False,True,0.376,0.925,n
True,True,0.136,0.638,p
False,False,0.203,0.530,n
True,True,0.702,0.493,p
True,False,0.567,0.934,n
True,True,0.583,0.551,n
True,False,0.098,0.043,p
False,False,0.068,0.102,n
False,False,0.314,0.008,n
False,False,0.665,0.674,n
True,False,0.861,0.781,p
False,False,0.140,0.071,n
True,False,0.804,0.528,p
True,False,0.500,0.880,n
False,True,0.484,0.805,n
False,True,0.831,0.789,p
False,True,0.869,0.235,p
False,True,0.978,0.752,n
False,False,0.600,0.357,p
False,True,0.560,0.387,n
True,False,0.164,0.015,n
False,False,0.607,0.503,n
False,True,0.475,0.428,n
False,True,0.968,0.584,p
False,True,0.715,0.401,p
True,True,0.834,0.224,p
False,True,0.341,0.930,n
True,False,0.200,0.964,n
True,False,0.246,0.144,p
True,True,0.119,0.166,p
False,False,0.689,0.380,p
True,False,0.786,0.013,p
True,True,0.118,0.273,p
True,False,0.711,0.825,n
True,True,0.686,0.603,p
True,False,0.777,0.732,p
True,False,0.782,0.652,p
False,False,0.451,0.296,n
False,True,0.384,0.224,n
True,False,0.849,0.537,p
True,True,0.184,0.160,p
False,True,0.149,0.211,p
True,False,0.650,0.783,n
False,True,0.053,0.385,n
False,False,0.247,0.113,n
True,False,0.238,0.156,p
False,False,0.436,0.532,n
True,True,0.962,0.102,p
True,True,0.905,0.659,p
False,True,0.346,0.453,p
True,True,0.030,0.642,p
False,False,0.329,0.027,n
False,False,0.796,0.784,n
True,True,0.688,0.116,p
False,True,0.552,0.637,p
False,False,0.731,0.884,n
True,True,0.393,0.486,p
False,False,0.949,0.197,n
True,False,0.736,0.062,n
False,False,0.876,0.597,n
True,True,0.894,0.271,p
True,False,0.822,0.504,p
True,True,0.823,0.418,p
False,True,0.442,0.366,n
False,True,0.777,0.558,p
False,True,0.305,0.968,n
False,True,0.717,0.391,p
True,False,0.310,0.350,p
False,False,0.033,0.714,n
False,True,0.483,0.538,p
True,True,0.820,0.083,p
True,False,0.622,0.659,n
False,False,0.651,0.098,n
False,True,0.740,0.313,p
False,False,0.238,0.881,n
True,True,0.665,0.870,p
False,False,0.053,0.800,n
True,True,0.452,0.895,p
False,False,0.030,0.080,p
True,True,0.768,0.400,p
True,False,0.525,0.888,n
False,False,0.992,0.663,p
False,False,0.733,0.926,n
True,True,0.608,0.039,n
True,True,0.843,0.389,p
False,True,0.701,0.176,p
False,True,0.563,0.052,p
True,False,0.365,0.792,n
True,True,0.130,0.150,p
False,False,0.971,0.673,n
True,False,0.658,0.310,p
False,True,0.768,0.205,p
False,False,0.305,0.573,n
True,False,0.639,0.903,n
True,True,0.941,0.298,n
True,False,0.892,0.185,p
True,False,0.162,0.321,p
False,False,0.534,0.068,n
True,False,0.065,0.880,n
False,True,0.869,0.643,p
True,False,0.966,0.874,n
True,False,0.742,0.484,p
True,True,0.842,0.379,p
False,False,0.112,0.648,n
True,True,0.260,0.089,p
False,True,0.113,0.983,n
True,False,0.464,0.868,n
True,False,0.460,0.406,n
False,False,0.024,0.951,p
False,False,0.116,0.537,p
True,True,0.564,0.763,p
True,False,0.476,0.125,p
True,True,0.159,0.114,p
True,False,0.424,0.254,p
False,False,0.739,0.135,n
False,True,0.387,0.958,n
True,True,0.052,0.532,p
False,False,0.560,0.829,n
False,True,0.116,0.951,n
False,True,0.223,0.218,p
False,False,0.327,0.062,n
False,False,0.825,0.349,n
True,False,0.374,0.981,n
True,True,0.188,0.980,n
False,False,0.833,0.620,n
False,True,0.288,0.069,p
False,True,0.360,0.918,n
True,True,0.628,0.438,p
False,False,0.114,0.570,n
False,True,0.097,0.081,p
True,True,0.708,0.896,p
False,False,0.116,0.350,n
False,True,0.197,0.568,n
True,False,0.018,0.255,p
False,False,0.183,0.924,p
True,False,0.375,0.756,n
False,False,0.566,0.515,n
True,True,0.173,0.220,n
True,True,0.347,0.967,p
True,False,0.922,0.356,p
False,False,0.582,0.246,n
False,False,0.592,0.544,n
False,True,0.315,0.394,p
True,True,0.102,0.941,p
